,text,labels
808,Nearly half of the working-age population engages in subsistence agriculture .,B-tim I-tim O B-tim I-tim O O O O O O
809,"Reports about Iran 's effort to "" harden "" its nuclear installations have been circulating during this week 's , three-day IAEA meeting in the Austrian capital .",O O B-geo O O O O O O O O O O O O O O O O O O B-org O O O B-gpe O O
810,The Cuban leader turned 80 on August 13 .,O B-gpe O O O O B-tim I-tim O
811,"Alluvial diamond mining remains the major source of hard currency earnings , accounting for nearly half of Sierra Leone 's exports .",O O O O O O O O O O O O O O O O O B-per I-per O O O
812,The pontiff made the comments in French Saturday as he accepted a political courage award from a French Catholic television station and French political magazine .,O O O O O O B-art B-tim O O O O O O O O O B-gpe O O O O B-gpe O O O
813,Agitation for independence in the decades following World War I was finally successful in getting the French to recognize Tunisia as an independent state in 1956 .,O O O O O O O B-eve I-eve I-eve O O O O O O B-gpe O O B-geo O O O O O B-tim O
814,There was no immediate comment from the Nigerian government .,O O O O O O O B-gpe O O
815,"Ms. Rice spent more than nine hours testifying Tuesday , handling tough questions about the direction of the war on terror and the Bush administration 's decision to invade Iraq .",B-per I-per O O O O O O B-tim O O O O O O O O O O O O O O B-geo O O O O O B-geo O
816,U.S. airlines are lightening their loads by cutting back on luxuries that weigh down airplanes .,B-geo O O O O O O O O O O O O O O O
817,"He helped develop a low-cost vaccine that fights the bacteria causing pneumonia and meningitis , diseases which kill some 7,00,000 children each year .",O O O O O O O O O O O O O O O O O O O O O B-tim O O
818,"In an article published Thursday , Mr. Musharraf tells the newspaper that Pakistan needs the pipeline to provide sufficient energy for industrial growth and foreign investment .",O O O O B-tim O B-per I-per O O O O B-geo O O O O O O O O O O O O O O
819,They recorded several albums for Madonna 's Maverick label before disbanding in 2006 .,O O O O O B-per O B-org O O O O B-tim O
820,"Maoist rebels , who claim to be fighting for the rights of landless peasants , operate in southern and eastern India .",O O O O O O O O O O O O O O O O O O O O B-geo O
821,"Candles being used by performers came into contact with the stage curtains during a play , panicking the crowd of about 1000 people who fled the theater .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
822,"The latest attacks come as Iraq 's interior ministry issued its first civilian death toll , showing 12,000 people have died over the past 18 months .",O O O O O B-geo O O O O O O O O O O O O O O O O O B-tim I-tim O O
823,Brazil 's President Luiz Inacio Lula da Silva says Brazilian peacekeeping forces will remain in Haiti until a new government is formed and can maintain security .,B-gpe O B-per I-per I-per I-per I-per I-per O B-gpe O O O O O B-geo O O O O O O O O O O O
824,"More than 30,000 demonstrators took to the streets after polls closed to protest what they said was a fraudulent election .",O O O O O O O O O O O O O O O O O O O O O
825,"In documents released Friday , defense attorneys argue that Air Force adviser Brig. Gen. Thomas Hartmann failed to provide fair and objective legal advice , and instead pushed prosecutors to take up "" sexy "" high-profile cases .",O O O B-tim O O O O O B-org I-org O B-per I-per I-per I-per O O O O O O O O O O O O O O O O O O O O O O
826,Authorities were performing DNA tests Tuesday to confirm the identity .,O O O O O B-tim O O O O O
827,The U.S. embassy in Nairobi has warned that Somali-based militants may attempt to kidnap Americans and other Westerners from Kenya 's tourist beaches .,O B-geo O O B-geo O O O O O O O O O B-gpe O O O O B-geo O O O O
828,Moscow retaliated by cutting all transportation and postal links with Georgia .,B-tim O O O O O O O O O B-geo O
829,"Continental officials say fuel prices are up 75 percent in a year , fundamentally "" shifting the economics "" of the business .",B-org O O O O O O O O O O O O O O O O O O O O O O
830,VOA 's Melinda Smith has more .,B-org O B-per I-per O O O
831,Ms. Pelosi proposed a nationwide transportation construction bill that she said would create 1.7 million new jobs .,B-per I-per O O O O O O O O O O O O O O O O
832,Senate Majority Leader Bill Frist is the subject of a federal probe for possible insider stock trading .,B-per I-per I-per I-per I-per O O O O O O O O O O O O O
833,An editor on the vast Internet site posted that Sinbad had succumbed to a heart attack .,O O O O O O O O O B-geo O O O O O O O
834,U.S. President-elect Barack Obama is urging Congress to move quickly on a plan to deal with the financial crisis in the country and help struggling families .,B-org B-per I-per I-per O O B-org O O O O O O O O O O O O O O O O O O O O
835,"He said the world body 's various agencies - including the World Health Organization , UNICEF , the World Food Program and the U.N. refugee agency - are meeting Friday in New York to put together an offer of logistical support .",O O O O O O O O O O O B-org I-org I-org O B-org O O O O O O O B-geo O O O O O B-tim O B-geo I-geo O O O O O O O O O
836,He said he has photographs and addresses of insurgent leaders in Syria but indicated they had not yet been captured .,O O O O O O O O O O O B-geo O O O O O O O O O
837,Comoros has endured more than 20 coups or attempted coups since gaining independence from France in 1975 .,B-gpe O O O O O O O O O O O O O B-geo O B-tim O
838,Research suggests about 15 % of Zimbabwe 's population is HIV-positive .,B-org O O O O O B-org O O O O O
839,"The Miltzow was carrying maize , beans and cooking oil .",O B-art O O O O O O O O O
840,Doctors say he was poisoned with dioxin .,O O O O O O O O
841,At least eight people were killed and scores more wounded in the fighting which broke out Sunday in the Gaza Strip and Ramallah .,O O O O O O O O O O O O O O O O B-tim O O B-geo I-geo O B-geo O
842,"But Republican Senator John McCain told CBS television that he hopes that , if nominated , General Hayden would be confirmed quickly in congressional hearings .",O B-org B-per B-org I-org O B-org O O O O O O O O O B-org I-org O O O O O O O O
843,"In an interview with the Associated Press , Lt. Gen. David Barno said he will have a much better sense by next summer , after the April parliamentary polls , if the security threat has diminished or not .",O O O O O B-org I-org I-org B-per I-per I-per I-per O O O O O O O O O O B-tim O O O B-tim O O O O O O O O O O O O
844,"A Tata spokesman would not comment Wednesday , but there are reports that the equipment is being moved from the Singur plant in West Bengal state to Tata 's existing facility in the northern state of Uttarakhand .",O B-org O O O O B-tim O O O O O O O O O O O O O B-geo O O B-geo I-geo O O B-geo O O O O O O O O B-geo O
845,"He said independent groups won 13 seats , and opposition candidates took five others .",O O O O O O O O O O O O O O O
846,"Although Palestinians complain about Israel 's separation wall at the entrance to Bethlehem , the mood is upbeat this Christmas .",O B-gpe O O B-geo O O O O O O O B-geo O O O O O O B-tim O
847,"The House of Representatives rushed a bill forward Friday to replenish funding for the program , which nearly exhausted its initial $ 1 billion funding limit within a matter of days .",B-org I-org I-org I-org O O O O B-tim O O O O O O O O O O O O O O O O O O O O O O O
848,"It happened that a Man had often prayed to a wooden idol he had received from his father , but his luck never seemed to change .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
849,The White House says President Bush will hold a news conference shortly .,O B-org I-org O B-per I-per O O O O O O O
850,"Following the global downturn , St. Vincent and the Grenadines saw an economic decline in 2009 , after slowing since 2006 , when GDP growth reached a 10-year high of nearly 7 % .",O O O O O B-geo B-per O O B-org O O O O O B-tim O O O B-tim I-tim O O O O O O O O O O O O O
851,"Congresswoman Heather Wilson - chairwoman of a House Intelligence Subcommittee - told The New York Times she has "" serious concerns "" about the program .",O B-per I-per I-per O O O B-org I-org I-org O O B-org I-org I-org I-org O O O O O O O O O O
852,Palestinian witnesses say Israeli troops shot and killed two Palestinian civilians in separate incidents in the West Bank and Gaza Strip Tuesday .,B-gpe O O B-gpe O O O O O B-gpe O O O O O O B-org I-org I-org I-org I-org B-tim O
853,The spokesman said the militants and government troops engaged in sporadic fighting this week .,O O O O O O O O O O O O O O O
854,"At a campaign stop Monday in South Carolina , McCain , a supporter of the war in Iraq , said Rumsfeld will be remembered as one of the worst defense secretaries in history .",O O O O B-tim O B-geo I-geo O B-per O O O O O O O B-geo O O B-per O O O O O O O O O O O O O
855,"The farm is in a quarantined area of Ibaraki prefecture , where media reports say approximately 1.5 million birds have already been culled because of past bird-flu outbreaks .",O O O O O O O O B-geo O O O O O O O O O O O O O O O O O O O O
856,The film is opening in India a week later than originally planned because the distributors and India 's censorship board could not agree on the wording and placement of the disclaimer .,O O O O O B-geo O O B-tim O O O O O O O B-geo O O O O O O O O O O O O O O O
857,"DaimlerChrysler is the world 's fifth-largest carmaker , and it is based in Germany and the United States .",B-org O O O O O O O O O O O O B-geo O O B-geo I-geo O
858,"The two are alleged leaders of the al Qaida-linked regional terror group Jemaah Islamiyah , which is also blamed in the 2002 Bali bomb attacks that killed 202 people .",O O O O O O O B-org O O O O B-per I-per O O O O O O O B-tim I-tim O O O O O O O
859,"Mr. de Villepin also said acts of discrimination will be punishable by fines of up to $ 30,000 .",B-per I-per I-per O O O O O O O O O O O O O O O O
860,Insurgent groups al-Shabab and Hizbul Islam are trying to topple the government and establish a strict Islamic state .,O O O O B-per I-per O O O O O O O O O O O O O
861,"Reports from Pakistani Kashmir say angry crowds attacked military trucks that entered the city today , carrying the first shipments of tents , blankets and medicine for Muzaffarabad .",O O B-gpe B-geo O O O O O O O O O O B-tim O O O O O O O O O O O O B-org O
862,"Officials say the sailors shot back , and two civilians were killed in the crossfire .",O O O O O O O O O O O O O O O O
863,The Niger Delta is home to criminal gangs that steal oil and take hostages for ransom .,O B-gpe B-org O O O O O O O O O O O O O O
